,feature,importance,
639,P105MCM mRNA,0,
3889,P120E4F transcription factor mRNA,0,
4568,P130 mRNA for 130K protein,0,
1562,P162 mRNA,0,
5075,P18 mRNA,0,
2834,P190-B (p190-B) mRNA,0,
4491,P2 gene for c subunit of mitochondrial ATP synthase gene extracted from H.sapiens gene for mitochondrial ATP synthase c subunit (P2 form),0,
2934,P21-activated protein kinase (Pak1) gene,0,
6890,P21-activated protein kinase (Pak2) gene,0,
2662,P2U nucleotide receptor mRNA,0,
119,P2x purinoceptor mRNA,0,
6567,P2x1 receptor mRNA,0,
5171,P2Y1 purinoceptor mRNA; long form,0,
4861,P2Y6 receptor; short splice variant mRNA,0,
4118,P3 protein (AA 1-1382) gene extracted from Human P3 gene,0,
2587,P300 protein mRNA,0,
3424,P300/CBP-associated factor (P/CAF) mRNA,0,
3054,P37NB mRNA,0,
3387,P38Beta MAP kinase mRNA,0,
4585,P40phox,0,
2616,P47 LBC oncogene mRNA,0,
6242,P4HA Procollagen-proline; 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase); alpha polypeptide,0,
5279,P4HB Procollagen-proline; 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase); beta polypeptide (protein disulfide isomerase; thyroid hormone binding protein p55),0,
5941,P4HB Procollagen-proline; 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase); beta polypeptide (protein disulfide isomerase; thyroid hormone binding protein p55),0,
1219,P5-1 mRNA,0,
636,P52 and p64 isoforms of N-Shc,0,
2644,P55CDC mRNA,0,
761,P55pik,0,
6801,P58 natural killer cell receptor precursor mRNA; clone cl-39,0,
2323,P62 mRNA,0,
4492,P63 mRNA for transmembrane protein,0,
6664,P68 PROTEIN,0,
5860,P72syk {G insertion nucleotide 92} [human; Jurkat E6-1 J.CaM1 cells; mRNA Partial Mutant; 1909 nt],0,
3815,P76 mRNA,0,
2653,P80-COILIN,0,
968,P97 Antigen; Melanoma-Specific,0,
650,P97 homologous protein,0,
655,P97 homologous protein; partial cds,0,
3689,P97 mRNA,0,
6611,PABPL1 Poly(A)-binding protein-like 1,0,
4196,PACE Paired basic amino acid cleaving enzyme (furin; membrane associated receptor protein),0,
2246,PACE4 Paired basic amino acid cleaving system 4,0,
4462,PAGA Proliferation-associated gene A (natural killer-enhancing factor A),0,
1628,PAH Phenylalanine hydroxylase,0,
1084,PAI1 Plasminogen activator inhibitor; type I,0,
5969,PAI2 Plasminogen activator inhibitor; type II (arginine-serpin),0,
2372,Paired box gene (PAX6) homologue,0,
6458,Paired box homeotic protein (PAX3) gene,0,
824,Paired Box Hup1 (Gb:X15042),0,
828,Paired Box Hup1 (Gb:X15250),0,
2409,PAIRED BOX PROTEIN PAX-5,0,
3822,Paired-like homeodomain protein PRX-2 mRNA; partial cds,0,
3232,Palmitoyl protein thioesterase mRNA,0,
2002,PAM Peptidylglycine alpha-amidating monooxygenase,0,
857,Pan-2,0,
2366,Pancreatic lipase related protein 1 (PLRP1) mRNA,0,
2367,Pancreatic lipase related protein 2 (PLRP2) mRNA,0,
3195,Pancreatic polypeptide receptor mRNA,0,
3098,Pancreatic zymogen granule membrane protein GP-2 mRNA,0,
1341,Pancreatits-associated protein (PAP) gene,0,
4464,Pantophysin [human; keratinocyte line HaCaT; mRNA; 2106 nt],0,
4584,PAP mRNA,0,
1301,PAPPA Pregnancy-associated plasma protein A,0,
2991,PAPPA Pregnancy-associated plasma protein A,0,
2116,PARANEOPLASTIC ENCEPHALOMYELITIS ANTIGEN HUD,0,
1631,Paraoxonase (PON2) mRNA,0,
2842,PARATHYROID HORMONE/PARATHYROID HORMONE-RELATED PEPTIDE RECEPTOR PRECURSOR,0,
4687,Partial mRNA for hair keratin acidic 3-II,0,
4392,Parvalbumin,0,
6091,PAX2 Paired box homeotic gene 2,0,
5371,PAX3 Paired box homeotic gene 3 (Waardenburg syndrome 1){alternative products}],0,
4487,Pax8 mRNA,0,
2792,Paxillin mRNA,0,
2391,PBGD gene (hydroxymethylbilane synthase) extracted from Homo sapiens hydroxymethylbilane synthase gene,0,
772,PBI gene,0,
4550,PBP Prostatic binding protein,0,
2303,PBX1 PBX1a and PBX1b,0,
5601,PBX2 mRNA,0,
2475,PC Pyruvate carboxylase,0,
1597,PCBD 6-pyruvoyl-tetrahydropterin synthase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1),0,
6441,PCCA Propionyl-coA carboxylase alpha chain,0,
2458,PCCB Propionyl Coenzyme A carboxylase; beta polypeptide,0,
2175,PCI gene (plasminogen activator inhibitor 3) extracted from Human protein C inhibitor gene,0,
6958,PCK1 Phosphoenolpyruvate carboxykinase 1 (soluble),0,
1738,PCNA Proliferating cell nuclear antigen,0,
1477,PCOLCE Procollagen C-endopeptidase enhancer,0,
4412,PCSK1 Proprotein convertase subtilisin/kexin type 1,0,
6002,PCSK2 Proprotein convertase subtilisin/kexin type 2,0,
4432,PCTK3 PCTAIRE protein kinase 3,0,
2509,PDCD2 Programmed cell death 2,0,
6079,PDE4A Phosphodiesterase 4A; cAMP-specific (dunce (Drosophila)-homolog phosphodiesterase E2),0,
1394,PDE4B Phosphodiesterase 4B; cAMP-specific (dunce (Drosophila)-homolog phosphodiesterase E4),0,
6782,PDE4C Phosphodiesterase 4C; cAMP-specific (dunce (Drosophila)-homolog phosphodiesterase E1),0,
6781,PDE4C Phosphodiesterase 4C; cAMP-specific (dunce (Drosophila)-homolog phosphodiesterase E1),0,
6408,PDE6B Phosphodiesterase 6B; cGMP-specific; rod; beta,0,
5366,PDE6B Phosphodiesterase 6B; cGMP-specific; rod; beta,0,
3185,PDGF associated protein mRNA,0,
381,PDGF receptor beta-like tumor suppressor (PRLTS),0,
5324,PDGFB Platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog),0,
1807,PDGFRA Platelet-derived growth factor receptor; alpha polypeptide,0,
1075,PDGFRB Platelet-derived growth factor receptor; beta polypeptide,0,
777,PDHA1 Pyruvate dehydrogenase (lipoamide) alpha 1,0,
778,PDHB Pyruvate dehydrogenase (lipoamide) beta,0,
1615,PDK1 Pyruvate dehydrogenase kinase; isoenzyme 1,0,
3395,PDK4 Pyruvate dehydrogenase kinase; isoenzyme 4,0,
5130,PEBP2aC1 acute myeloid leukaemia mRNA,0,
1491,PECAM1 Platelet/endothelial cell adhesion molecule (CD31 antigen),0,
3427,PEDF Pigment epithelium-derived factor,0,
3926,PEG3 mRNA; partial cds,0,
1117,PEPD Peptidase D,0,
1050,PEPSINOGEN A PRECURSOR,0,
2511,PEPT 2,0,
2916,Peptide transporter (HPEPT1) mRNA,0,
5569,Peptide Yy,0,
216,Peptide YY precursor gene extracted from Human DNA for peptide YY,0,
2241,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE; MITOCHONDRIAL PRECURSOR,0,
3294,Peptidyl-prolyl isomerase and essential mitotic regulator (PIN1) mRNA,0,
4241,Peptidylprolyl isomerase gene extracted from Human cyclophilin gene for cyclophilin (EC 5.2.1.8),0,
1939,PERFORIN 1 PRECURSOR,0,
1399,PERIPHERAL-TYPE BENZODIAZEPINE RECEPTOR,0,
1326,PERIPHERIN,0,
151,Peropsin (Rrh) mRNA,0,
3954,Peroxin 12 (HsPEX12) mRNA,0,
2463,Peroxisomal acyl-coenzyme A oxidase [human; liver; mRNA; 3086 nt],0,
2830,Peroxisomal enoyl-CoA hydratase-like protein (HPXEL) mRNA,0,
616,Peroxisome assembly factor-2,0,
910,Peroxisome Proliferator Activated Receptor (Gb:Z30972),0,
1235,Peroxisome proliferator activated receptor mRNA,0,
3901,Peroxisome targeting signal 2 receptor (Pex7) mRNA,0,
1862,PF4 Platelet factor 4,0,
6375,PFC Properdin P factor; complement,0.007973333,
4238,PFKFB1 6-phosphofructo-2-kinase/fructose-2;6-biphosphatase 1,0,
4168,PFKL Phosphofructokinase (liver type),0,
5731,PFKM Phosphofructokinase; muscle,0,
301,PFKP Phosphofructokinase; platelet,0,
1275,PFN2 Profilin 2,0,
1109,PGAM1 Phosphoglycerate mutase 1 (brain),0,
1138,PGAM2 Phosphoglycerate mutase 2 (muscle),0,
5991,PGC Gastricsin (pepsinogen C),0,
3011,PGD Phosphogluconate dehydrogenase,0,
4269,PGF Placental growth factor; vascular endothelial growth factor-related protein,0,
4009,PGK1 Phosphoglycerate kinase 1,0,
2271,PGM1 Phosphoglucomutase 1,0,
4214,PGR Progesterone receptor,0,
6234,PGY3 P glycoprotein 3/multiple drug resistance 3,0,
6617,PHAPI2b protein,0,
2556,PHB Prohibitin,0,
4343,PHC Phosphate carrier; mitochondrial,0,
5139,Phenylalkylamine binding protein,0,
4239,Phenylethanolamine n-methyltransferase gene extracted from Human gene for phenylethanolamine N-methylase (PNMT) (EC 2.1.1.28),0,
4529,PHKA1 Phosphorylase kinase; alpha 1 (muscle); muscle glycogenosis,0,
4647,PHKG1 mRNA,0,
1931,PHKG2 Phosphorylase kinase; gamma 2 (testis),0,
3589,Phogrin mRNA,0,
2623,Phorbolin I mRNA; partial cds,0,
1956,PHOSDUCIN,0,
5978,Phosphatase 2A mRNA; partial cds,0,
3848,Phosphate regulating neutral endopeptidase (PEX) mRNA,0,
3825,Phosphatidylinositol 4-kinase,0,
1507,PHOSPHATIDYLINOSITOL 4-KINASE ALPHA,0,
3869,Phosphatidylinositol-4-phosphate 5-kinase type II beta mRNA,0,
643,Phosphatidylinositol-glycan-class C (PIG-C),0,
238,PHOSPHATIDYLSERINE SYNTHASE I,0,
5821,Phosphodiesterase,0,
6501,Phosphodiesterase A' subunit (PDE6C) mRNA,0,
6111,Phosphodiesterase I alpha,0.001407407,
5309,Phosphodiesterase mRNA,0,
4807,Phosphoenolpyruvate carboxykinase,0,
6027,PHOSPHOENOLPYRUVATE CARBOXYKINASE; CYTOSOLIC,0,
635,Phosphoethanolamine cytidylyltransferase,0,
944,Phosphoglucomutase 1; Alt. Splice,0,
1588,Phosphoglucomutase-related protein (PGMRP) gene,0,
2537,Phosphoglycerate kinase {alternatively spliced} [human; phosphoglycerate kinase deficient patient with episodes of muscl; mRNA Partial Mutant; 307 nt],0,
425,Phospholipase C,0,
2696,Phospholipase c delta 1 mRNA,0,
5303,Phospholipase D mRNA,0,
6052,Phospholipase D mRNA,0,
144,Phospholipid scramblase mRNA,0,
950,Phospholipid Transfer Protein,0,
1651,Phosphomevalonate kinase mRNA,0,
969,Phosphoprotein Tal2,0,
7034,Phosphoribosyl Pyrophosphate Synthetase; Subunit Iii,0,
6288,PHOSPHORIBOSYLAMINE--GLYCINE LIGASE,0,
509,Phosphoribosypyrophosphate synthetase-associated protein 39,0,
4645,PHOSPHORYLASE B KINASE ALPHA REGULATORY CHAIN; LIVER ISOFORM,0,
4716,Phosphorylase-kinase; beta subunit,0,
3257,Phosphotyrosine independent ligand p62 for the Lck SH2 domain mRNA,0.01215915,
3258,Phosphotyrosine independent ligand p62B B-cell isoform for the Lck SH2 domain mRNA; partial cds,0,
1156,PI Protease inhibitor 1 (anti-elastase); alpha-1-antitrypsin,0,
1266,PI3 Protease inhibitor 3; skin-derived (SKALP),0,
2628,PI5 Protease inhibitor 5 (maspin),0,
5250,PIGA Phosphatidylinositol glycan; class A (paroxysmal nocturnal hemoglobinuria),0,
427,PIG-B,0,
196,PIGF Phosphatidylinositol glycan; class F,0,
3007,Pigment epithelium-derived factor gene,0,
4695,PIK3CG Phosphatidylinositol 3-kinase; catalytic; gamma polypeptide,0,
6407,Pilot mRNA,0,
6246,PIM1 Pim-1 oncogene,0,
6195,PIM1 Pim-1 oncogene,0,
3718,Pim-2 protooncogene homolog pim-2h mRNA,0,
304,PIMT isozyme I,0,
2700,PINCH protein mRNA,0,
4961,Pirin; isolate 1,0,
398,PK-120,0,
1473,PKD1 Polycystic kidney disease protein 1,0,
3333,PKD2 Autosomal dominant polycystic kidney disease type II,0,
5558,PKLR Pyruvate kinase; liver,0,
5547,PKLR Pyruvate kinase; liver,0,
4291,PKM2 Pyruvate kinase; muscle,0,
6699,PKP1 Plakophilin 1,0,
6170,PKS PROTO-ONCOGENE SERINE/THREONINE-PROTEIN KINASE,0,
92,PKU-alpha; partial cds,0,
2715,PL6 protein (PL6) mRNA,0,
1818,PLA2G2A Phospholipase A2; group IIA (platelets; synovial fluid),0,
2179,PLA2G4 Phospholipase A2; group IV,0,
3299,Placenta (Diff33) mRNA,0,
3298,Placenta (Diff48) mRNA,0,
3149,Placenta copper monamine oxidase mRNA,0,
2701,Placenta LERK-2 (EPLG2) mRNA,0,
3728,Placental bikunin mRNA,0,
2247,PLACENTAL CALCIUM-BINDING PROTEIN,0,
3446,Placental delta sarcoglycan mRNA,0,
3817,Placental equilibrative nucleoside transporter 1 (hENT1) mRNA,0,
478,Placental leucine aminopeptidase,0,
1947,PLACENTAL PROTEIN 11 PRECURSOR,0,
5907,Placental Protein 14; Endometrial Alpha 2 Globulin; Alt. Splice 2,0,
5906,Placental Protein 14; Endometrial Alpha 2 Globulin; Alt. Splice 3,0,
4877,Plakophilin 2a gene extracted from H.sapiens mRNA for plakophilin 2a and b,0,
185,Plasma cell membrane glycoprotein (PC-1) mRNA,0,
5824,Plasma Membrane Calcium Pump Hpmca2a,0.001892312,
4014,PLASMA RETINOL-BINDING PROTEIN PRECURSOR,0,
5339,Plasminogen mRNA,0,
1169,PLAT Plasminogen activator; tissue type (t-PA),0,
514,Platelet activating factor acetylhydrolase IB gamma-subunit,0,
3148,Platelet alpha SNAP mRNA,0,
1865,Platelet factor 4 varation 1 (PF4var1) gene,0,
5945,PLATELET GLYCOPROTEIN IB ALPHA CHAIN PRECURSOR,0,
748,Platelet-activating factor acetylhydrolase 2,0,
3659,PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE 45 KD SUBUNIT,0,
2476,Platelet-derived endothelial cell growth factor mRNA,0,
1786,Platelet-derived growth factor (PDGFA) A chain gene,0,
1785,Platelet-derived growth factor (PDGFA) A chain gene,0,
349,Platelet-endothelial tetraspan antigen 3 mRNA,0,
2393,PLCB2 Phospholipase C; beta 2,0,
1595,PLCB4 Phospholipase C; beta 4,0,
1978,PLCG1 Phospholipase C; gamma 1 (formerly subtype 148),0,
6309,PLCG2 Phospholipase C; gamma 2 (phosphatidylinositol-specific),0,
4106,PLECKSTRIN,0,
5421,Plectin (PLEC1) mRNA,0,
3362,PLEXR gene (plexin related protein) extracted from Human Xq28 genomic DNA in the region of the ALD locus containing the genes for creatine transporter (SLC6A8); CDM; adrenoleukodystrophy (ALD); Na+-isocitrate dehydrogenase gamma subunit (IDH); and translocon-associated protein delta (TRAP) genes; plexin related protein (PLEXR) and serine kinase (SK) genes; partial cds; Xq28lu1 gene and cytochrome C (CCp) pseudogene,0,
7115,PLGL Plasminogen-like protein,0,
1794,PLI Alpha-2-plasmin inhibitor (alpha-2-PI),0,
2575,PLK mRNA,0,
2134,PLN Phospholamban,0,
1220,PLOD Lysyl hydroxylase,0,
2010,PLP Proteolipid protein (Pelizaeus-Merzbacher disease; spastic paraplegia 2; uncomplicated),0,
6324,PMCH Pro-melanin-concentrating hormone,0,
6364,Pmel 17 mRNA,0,
3036,PMEL 17 PROTEIN PRECURSOR,0,
3880,PMM1 Phosphomannomutase,0,
253,PMP2 Peripheral myelin protein 2,0,
184,PMP22 Peripheral myelin protein 22,0,
5256,PMS4 mRNA (yeast mismatch repair gene PMS1 homologue); partial cds (C-terminal region),0,
7031,PMS8 mRNA (yeast mismatch repair gene PMS1 homologue); partial cds (C-terminal region),0,
7030,PMS8 mRNA (yeast mismatch repair gene PMS1 homologue); partial cds (C-terminal region),0,
394,PMS8 mRNA (yeast mismatch repair gene PMS1 homologue); partial cds (C-terminal region),0,
393,PMS8 mRNA (yeast mismatch repair gene PMS1 homologue); partial cds (C-terminal region),0,
3141,PMS8 mRNA (yeast mismatch repair gene PMS1 homologue); partial cds (C-terminal region),0,
1140,PNLIP Pancreatic lipase,0,
5326,Pol from  Human endogenous retrovirus HERV-K10./ntype=DNA /annot=CDS,0,
6015,Pol protein from  Human endogenous retrovirus HERV-K22 pol and envelope ORF region./ntype=DNA /annot=CDS,0.006423529,
1416,POLA DNA polymerase alpha subunit,0,
339,POLB DNA polymerase beta subunit,0,
6367,POLD1 Polymerase (DNA directed); delta 1; catalytic subunit (125kD),0,
3482,POLG DNA polymerase gamma,0,
915,Poliovirus Receptor,0,
1149,POLR2C RNA polymerase II; polypeptide C (33kD),0,
133,Poly(ADP-ribose) glycohydrolase (hPARG) mRNA,0,
5091,PolyA site DNA,0,
3905,Polyhomeotic 2 homolog (HPH2) mRNA,0,
5850,Polymyositis/Scleroderma (Pm-Scl) Autoantigen; Alt. Splice 2,0,
5352,Polyposis locus (DP2.5 gene) mRNA,0,
2195,POLYPOSIS LOCUS PROTEIN 1,0,
5268,POM121-like 1 gene extracted from Human (lambda) DNA for immunoglobin light chain,0,
4010,POMC gene (proopiomelanocortin) extracted from H.sapiens gene coding for ACTH and beta-LPH precursors. Gene codes for the common precursor of the pituitary hormones corticotropin (ACTH) and beta-lipotropin (beta-LPH),0,
4440,POSSIBLE GTP-BINDING PROTEIN HSR1,0,
3851,Post-synaptic density protein 95 (PSD95) mRNA,0,
1033,Potassium Channel (Gb:L02750),0,
1034,Potassium Channel (Gb:L02752),0,
1191,Potassium channel Kv2.1 mRNA,0,
6743,Potassium Channel Protein (Gb:Z11585),0,
6742,Potassium Channel Protein (Gb:Z11585),0,
849,Potassium Channel; Voltage-Gated Kcnc1,0,
912,Potassium Channel; Voltage-Gated; Isk-Related Family; Member 1,0,
2649,POU domain protein (Brn-3b) mRNA,0,
909,Pou Domain-Containing Protein (Gb:Z21065),0,
5545,POU1F1 POU domain; class 1; transcription factor 1 (Pit1; growth hormone factor 1),0,
6305,POU2F2 POU domain; class 2; transcription factor 2,0,
6304,POU2F2 POU domain; class 2; transcription factor 2,0,
6303,POU2F2 POU domain; class 2; transcription factor 2,0,
1435,POU3F1 POU domain; class 3; transcription factor 1,0,
4680,POU3F4 POU domain; class 3; transcription factor 4,0,
6719,POU5F1 Octamer binding protein 3,0,
5076,POU6F1 POU homeobox protein,0,
953,Pou-Domain Dna Binding Factor Pit1; Pituitary-Specific,0,
6130,PP2A B56-beta mRNA,0,
2446,Pp52,0,
1193,PPARA Peroxisome proliferative activated receptor; alpha,0,
2014,PPBP Connective tissue activation peptide III,0,
1828,PPGB Protective protein for beta-galactosidase (galactosialidosis),0,
4659,PPH beta subunit protein,0,
2131,PPIB Peptidylprolyl isomerase B (cyclophilin B),0,
3383,PPP1CA Protein phosphatase 1; catalytic subunit; alpha isoform,0,
4654,PPP1CB Protein phosphatase 1; catalytic subunit; beta isoform,0,
4531,PPP1CC Protein phosphatase 1; catalytic subunit; gamma isoform,0,
4606,PPP1R3 Protein phosphatase 1; regulatory (inhibitor) subunit 3 (glycogen and sarcoplasmic reticulum binding subunit; skeletal muscle),0,
2171,PPP2R1B Protein phosphatase 2 (formerly 2A); regulatory subunit A (PR 65); beta isoform,0,
2161,PPP2R2A Protein phosphatase 2 (formerly 2A); regulatory subunit B (PR 52); alpha isoform,0,
1234,PPP2R3 Protein phosphatase 2 (formerly 2A); regulatory subunit B'' (PR 72); alpha isoform and (PR 130); beta isoform,0,
6547,PPP2R4 Protein phosphatase 2A; regulatory subunit B' alpha-1,0,
3118,PPP2R4 Protein phosphatase 2A; regulatory subunit B' alpha-1,0,
5747,PPP3CA Protein phosphatase 3 (formerly 2B); catalytic subunit; alpha isoform (calcineurin A alpha){alternative products},0,
1917,PPP3CB Calcineurin B,0,
4497,PPP4C Protein phosphatase 4 (formerly X); catalytic subunit,0,
4764,PPP5C Protein phosphatase 5; catalytic subunit,0,
1685,PPY Pancreatic polypeptide,0,
5822,PR264 gene,0,
7053,PRB1 locus salivary proline-rich protein mRNA; clone cP3,0,
7102,PRB2 locus salivary proline-rich protein mRNA; clone cP7,0,
2591,Pre-B cell enhancing factor (PBEF) mRNA,0.009800937,
4340,PRE-B-CELL LEUKEMIA TRANSCRIPTION FACTOR-3,0,
4792,Predicted non coding cDNA (DGCR5),0,
3548,Preferentially expressed antigen of melanoma (PRAME) mRNA,0,
3178,PRELP Proline arginine-rich end leucine-rich repeat protein,0,
2184,PRE-MRNA SPLICING FACTOR SF2; P32 SUBUNIT PRECURSOR,0,
6725,Pre-Mrna Splicing Factor Sf2p33; Alt. Splice Form 1,0,
1276,PRE-MRNA SPLICING FACTOR SRP20,0,
1323,PRE-MRNA SPLICING FACTOR SRP75,0,
4539,PREP Prolyl endopeptidase,0,
2888,Preprocarboxypeptidase A2 (proCPA2) mRNA,0,
3168,Pre-pro-megakaryocyte potentiating factor,0,
2969,Prepromultimerin mRNA,0,
3281,Pre-pro-orphanin FQ (OFQ) mRNA,0,
6546,Pre-T cell receptor alpha-type chain precursor; mRNA,0,
1352,Pre-T/NK cell associated protein (1D12A2) mRNA,0,
1353,Pre-T/NK cell associated protein (3B3) mRNA; 3' end,0,
1354,Pre-T/NK cell associated protein (3Cl) mRNA,0,
1355,Pre-T/NK cell associated protein (6H9A) mRNA,0,
5920,Pre-T/Nk-Cell-Associated Protein 1f6,0,
4195,PRG1 Proteoglycan 1; secretory granule,0,
5734,PRG2 Proteoglycan 2; bone marrow (natural killer cell activator; eosinophil granule major basic protein),0,
7054,PRH1 Proline-rich protein HaeIII subfamily 1,0,
6012,PRH1 Proline-rich protein HaeIII subfamily 1,0,
6066,PRHX Proline-rich homeodomain-containing transcription factor (symbol provisional),0,
4537,PRIM1 DNA primase polypeptide 1 (49kD),0,
4538,PRIM2A DNA primase polypeptide 2A (58kD),0,
4107,PRKACA Protein kinase; cAMP-dependent; catalytic; alpha,0,
6206,PRKACB gene (protein kinase C-beta-2) extracted from Human protein kinase C beta 1 and 2 genes; next to last,0,
1970,PRKACB Protein kinase; cAMP-dependent; catalytic; beta,0,
1954,PRKAR1A CAMP-dependent protein kinase regulatory subunit type I,0.007912088,
2166,PRKAR1B Protein kinase; cAMP-dependent; regulatory; type I; beta,0,
1923,PRKAR2B Protein kinase; cAMP-dependent; regulatory; type II; beta,0,
4234,PRKCA Protein kinase C; alpha,0,
6998,PRKCB1 Protein kinase C; beta 1,0,
172,PRKCD Protein kinase C; delta,0,
5064,PRKCG Protein kinase C; gamma,0,
1480,PRKCI Protein kinase C; iota,0,
4558,PRKCM Protein kinase C; mu,0,
1182,PRKCQ Protein kinase C-theta,0,
5063,PRKCZ Protein kinase C; zeta,0,
6996,PRL Prolactin,0,
5936,PRL Prolactin,0,
1936,PRLR Prolactin receptor,0,
2081,PRM1 Protamine 1,0,
2813,PRM2 gene (protamine 2) extracted from Human protamine 1 (PRM1); protamine 2 (PRM2) and transition protein 2 (TNP2) genes,0,
1968,PROBABLE 26S PROTEASE SUBUNIT TBP-1,0,
5246,PROBABLE ATP-DEPENDENT RNA HELICASE P54,0,
5390,PROBABLE G PROTEIN-COUPLED RECEPTOR GPR3,0,
6104,PROBABLE G PROTEIN-COUPLED RECEPTOR GPR3,0,
2867,PROBABLE G PROTEIN-COUPLED RECEPTOR GPR6,0,
178,PROBABLE G PROTEIN-COUPLED RECEPTOR HM74,0,
5551,PROBABLE G PROTEIN-COUPLED RECEPTOR LCR1 HOMOLOG,0,
5577,PROBABLE PROTEIN DISULFIDE ISOMERASE ER-60 PRECURSOR,0,
6167,PROBABLE PROTEIN DISULFIDE ISOMERASE ER-60 PRECURSOR,0,
535,PROBABLE PROTEIN DISULFIDE ISOMERASE ER-60 PRECURSOR,0,
347,PROBABLE UBIQUITIN CARBOXYL-TERMINAL HYDROLASE,0,
4035,PROC Protein C (inactivator of coagulation factors Va and VIIIa),0,
4748,Processing a-glucosidase I,0,
1178,PROCHOLECYSTOKININ PRECURSOR,0,
1047,PROENKEPHALIN A PRECURSOR,0,
5701,Profilaggrin,0,
5700,Profilaggrin,0,
1073,Profilin mRNA,0,
3297,Prohormone convertase 5 precursor (PC5) mRNA; partial cds,0,
5724,Prolactin-Induced Protein,0,
794,Proliferating-Cell Nucleolar Antigen; 120 Kda,0,
7041,Proline-Rich Protein Prb4; Allele,0,
3956,Proneurotensin/proneuromedin N mRNA,0,
1721,PROS1 Plasma protein S ,0,
387,Prostacyclin synthase,0,
2425,Prostaglandin D2 synthase gene,0,
2880,Prostaglandin E2 receptor mRNA,0,
5679,Prostaglandin Ep3 Receptor; Alt. Splice 8,0,
1415,PROSTAGLANDIN F2-ALPHA RECEPTOR,0,
5753,Prostaglandin Receptor Ep1 Subtype,0,
3644,Prostaglandin transporter hPGT mRNA,0.002666667,
1596,Prostasin mRNA,0,
1661,Prostate carcinoma tumor antigen (pcta-1) mRNA,0,
72,Prostate differentiation factor mRNA,0,
2429,PROSTATE-SPECIFIC MEMBRANE ANTIGEN,0,
5213,Protease inhibitor 12 (PI12; neuroserpin),0,
3518,Protease M mRNA,0,
897,Protease Receptor-1; Effector Cell,0,
3967,Protease-activated receptor 3 (PAR3) mRNA,0,
440,Proteasome activator hPA28 subunit beta,0,
323,PROTEASOME BETA CHAIN PRECURSOR,0,
169,PROTEASOME COMPONENT C8,0,
758,Proteasome inhibitor hPI31 subunit,0,
4327,PROTEASOME IOTA CHAIN,0,
321,Proteasome subunit HsC10-II,0,
322,Proteasome subunit HsC7-I,0,
439,Proteasome subunit p112,0,
90,Proteasome subunit p27,0,
462,Proteasome subunit p40_/ Mov34 protein,0,
558,Proteasome subunit p42,0,
88,Proteasome subunit p44.5,0,
89,Proteasome subunit p55,0,
384,Proteasome subunit z,0,
4367,PROTEASOME ZETA CHAIN,0,
4511,Proteasome-like subunit MECL-1 gene extracted from H.sapiens genes for proteasome-like subunit (MECL-1); chymotrypsin-like protease (CTRL-1) and protein serine kinase (PSK-H1) last exon,0,
3275,Protein A alternatively spliced form 2 (A-2) mRNA,0,
2949,Protein associated with tumorigenic conversion (CATR1.3) mRNA,0,
4914,Protein containing SH3 domain; SH3GL1,0,
4915,Protein containing SH3 domain; SH3GL2,0,
4916,Protein containing SH3 domain; SH3GL3,0,
248,Protein D123,0,
2887,Protein disulfide isomerase (PDIp) mRNA,0,
453,Protein disulfide isomerase-related protein (PDIR),0,
452,Protein disulfide isomerase-related protein P5,0,
5517,Protein encoded by a candidate gene; DXS6673E; for mental retardation,0,
2006,PROTEIN FGF-5 PRECURSOR,0,
2993,Protein immuno-reactive with anti-PTH polyclonal antibodies mRNA; partial cds,0,
5845,Protein Kinase (Gb:M59287),0,
2718,Protein kinase (JNK2) mRNA,0,
1948,Protein kinase (JNK2) mRNA,0,
1471,Protein kinase (MLK-3) mRNA,0,
2665,Protein kinase (zpk) mRNA,0,
2243,Protein kinase A catalytic subunit mRNA; 3' end,0,
3311,Protein kinase ATR mRNA,0,
5954,Protein kinase C substrate 80K-H gene (PRKCSH),0,
3279,Protein kinase C-binding protein RACK17 mRNA; partial cds,0,
3280,Protein kinase C-binding protein RACK7 mRNA; partial cds,0,
2026,Protein kinase C-L (PRKCL) mRNA,0,
823,Protein Kinase Ht31; Camp-Dependent,0.001011204,
2497,Protein kinase inhibitor [human; neuroblastoma cell line SH-SY-5Y; mRNA; 2147 nt],0,
1478,Protein kinase mRNA,0,
5879,Protein Kinase Pitslre; Alpha; Alt. Splice 2-1,0,
4983,Protein kinase; Dyrk2,0,
4985,Protein kinase; Dyrk4; partial,0,
804,Protein Phosphatase 1; Alpha Catalytic Subunit,0,
1647,"Protein phosphatase 2A 74 kDa regulatory subunit (delta or B"" subunit)",0,
1613,Protein phosphatase 2A B56-alpha mRNA,0,
2162,Protein phosphatase 2A beta subunit mRNA,0,
2558,Protein phosphatase 2C alpha [human; teratocarcinoma; mRNA; 2346 nt],0,
4812,Protein phosphatase 6,0,
3611,PROTEIN PHOSPHATASE INHIBITOR 2,0,
